iata_code,ident,type,continent,iso_country,iso_region,municipality,gps_code,local_code,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz.database.time.zone
CWL,EGFF,large_airport,EU,GB,GB-WLS,Cardiff,EGFF,,Cardiff International Airport,Cardiff,United Kingdom,51.39670181,-3.343329906,220,0,E,Europe/London
CWR,YCWI,small_airport,OC,AU,AU-SA,,YCWI,,Cowarie,Cowarie,Australia,-27.711,138.328,52,9.5,U,\N
CWT,YCWR,medium_airport,OC,AU,AU-NSW,,YCWR,,Cowra Airport,Chatsworth,United States,-33.84469986,148.6490021,966,10,A,Australia/Sydney
CWW,YCOR,medium_airport,OC,AU,AU-NSW,,YCOR,,Corowa Airport,,Australia,-35.99470139,146.3569946,469,\N,\N,\N
CXB,VGCB,medium_airport,AS,BD,BD-2,Cox's Bazar,VGCB,,Cox's Bazar Airport,Cox's Bazar,Bangladesh,21.45219994,91.96389771,12,6,U,Asia/Dhaka
CXC,CXC,small_airport,NA,US,US-AK,Chitina,CXC,CXC,Chitina Airport,Chitina,United States,61.515833,-144.436667,1,-9,A,\N
CXF,PACX,small_airport,NA,US,US-AK,Coldfoot,PACX,CXF,Coldfoot Airport,Coldfoot,United States,67.251389,-150.176111,1014,-9,A,America/Anchorage
CXH,CYHC,seaplane_base,NA,CA,CA-BC,Vancouver,CYHC,,Vancouver Harbour Water Aerodrome,Vancouver,Canada,49.29439926,-123.1110001,0,-8,A,America/Vancouver
CXI,PLCH,medium_airport,OC,KI,KI-L,Banana,PLCH,,Cassidy International Airport,Kiritimati,Kiribati,1.98616004,-157.3500061,5,-12,U,\N
CXJ,SBCX,medium_airport,SA,BR,BR-RS,Caxias Do Sul,SBCX,,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.19709969,-51.1875,2472,-3,S,America/Sao_Paulo
CXL,KCXL,small_airport,NA,US,US-CA,Calexico,KCXL,CXL,Calexico International Airport,Calexico,United States,32.66949844,-115.5130005,4,-8,A,America/Los_Angeles
CXO,KCXO,medium_airport,NA,US,US-TX,Houston,KCXO,CXO,Lone Star Executive Airport,Conroe,United States,30.35180092,-95.41449738,245,-6,A,America/Chicago
CXP,WIHL,medium_airport,AS,ID,ID-JT,Cilacap-Java Island,WIHL,,Tunggul Wulung Airport,Cilacap,Indonesia,-7.645060062,109.0339966,69,7,N,Asia/Jakarta
CXR,VVCR,medium_airport,AS,VN,VN-34,Nha Trang,VVCR,,Cam Ranh Airport,Nha Trang,Vietnam,11.99820042,109.2190018,40,7,U,Asia/Saigon
CXY,MYCC,small_airport,NA,BS,BS-BI,Cat Cay,MYCC,,Capital City Airport,Harrisburg,United States,40.21709824,-76.85150146,347,-5,A,America/New_York
CYB,MWCB,medium_airport,NA,KY,KY-U-A,Cayman Brac,MWCB,,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,19.68700027,-79.88279724,8,-5,N,America/Cayman
CYC,BZ-CYC,medium_airport,NA,BZ,BZ-BZ,Caye Chapel,,,Caye Chapel Airport,Caye Chapel,Belize,17.683611,-88.045,10,-6,U,America/Belize
CYD,MZMF,small_airport,NA,BZ,BZ-CY,San Ignacio,MZMF,,Maya Flats Airstrip,San Ignacio,Belize,17.10448,-89.10354,300,-6,N,America/Belize
CYF,PACK,small_airport,NA,US,US-AK,Chefornak,PACK,CFK,Chefornak Airport,Chefornak,United States,60.14920044,-164.2859955,40,-9,A,America/Anchorage
CYG,YCRG,medium_airport,OC,AU,AU-VIC,,YCRG,,Corryong Airport,,Australia,-36.18280029,147.8880005,963,\N,\N,\N
CYI,RCKU,medium_airport,AS,TW,TW-CYQ,Chiayi City,RCKU,,Chiayi Airport,Chiayi,Taiwan,23.46179962,120.3929977,85,8,U,Asia/Taipei
CYM,CYM,seaplane_base,NA,US,US-AK,Chatham,CYM,CYM,Chatham Seaplane Base,Sitka,United States,57.515,-134.946111,0,-9,A,America/Anchorage
CYO,MUCL,medium_airport,NA,CU,CU-99,Cayo Largo del Sur,MUCL,,Vilo AcuÒa International Airport,Cayo Largo del Sur,Cuba,21.61650085,-81.54599762,10,-5,U,America/Havana
CYP,RPVC,medium_airport,AS,PH,PH-WSA,Calbayog City,RPVC,,Calbayog Airport,Calbayog City,Philippines,12.07269955,124.5449982,12,8,N,Asia/Manila
CYR,SUCA,small_airport,SA,UY,UY-CO,Colonia del Sacramento,SUCA,,Laguna de Los Patos International Airport,Colonia,Uruguay,-34.45640182,-57.77059937,66,-3,U,America/Montevideo
CYS,KCYS,medium_airport,NA,US,US-WY,Cheyenne,KCYS,CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965,6159,-7,A,America/Denver
CYT,PACY,small_airport,NA,US,US-AK,Yakataga,PACY,0AA1,Yakataga Airport,Yakataga,United States,60.08200073,-142.4929962,12,-9,A,America/Anchorage
CYU,RPLO,small_airport,AS,PH,PH-PLW,Cuyo,RPLO,,Cuyo Airport,Cuyo,Philippines,10.85809994,121.0690002,0,8,N,Asia/Manila
CYW,MMCY,medium_airport,NA,MX,MX-GUA,Celaya,MMCY,CYA,Captain Rogelio Castillo National Airport,Celaya,Mexico,20.546,-100.887001,5709,-6,S,America/Mexico_City
CYX,UESS,medium_airport,AS,RU,RU-SA,Cherskiy,UESS,,Cherskiy Airport,Cherskiy,Russia,68.74060059,161.3379974,20,11,N,Asia/Srednekolymsk
CYZ,RPUY,medium_airport,AS,PH,PH-ISA,Cauayan City,RPUY,,Cauayan Airport,Cauayan,Philippines,16.92989922,121.7529984,200,8,N,Asia/Manila
CZA,MMCT,medium_airport,NA,MX,MX-YUC,Chichen Itza,MMCT,,Chichen Itza International Airport,Chichen Itza,Mexico,20.6413002,-88.44619751,102,-6,S,America/Mexico_City
CZE,SVCR,medium_airport,SA,VE,VE-I,Coro,SVCR,,JosÈ Leonardo Chirinos Airport,Coro,Venezuela,11.4149437,-69.68090057,52,-4,U,America/Caracas
CZF,PACZ,medium_airport,NA,US,US-AK,Cape Romanzof,PACZ,CZF,Cape Romanzof LRRS Airport,Cape Romanzof,United States,61.78030014,-166.0390015,464,-9,A,America/Anchorage
CZH,BZ-CZH,medium_airport,NA,BZ,BZ-CZL,Corozal,,,Municipal,Corozal,Belize,18.3822,-88.4119,40,-6,N,America/Belize
CZJ,CZJ,small_airport,NA,PA,PA-KY,Coraz√≥n de Jes√∫s and Nargan√° Islands,,,Corazon de Jesus Airport,Corazon de Jesus,Panama,9.447222,-78.575,8,-5,N,America/Panama
CZL,DABC,medium_airport,AF,DZ,DZ-25,Constantine,DABC,,Mohamed Boudiaf International Airport,Constantine,Algeria,36.27600098,6.620389938,2265,1,N,Africa/Algiers
CZM,MMCZ,medium_airport,NA,MX,MX-ROO,Cozumel,MMCZ,,Cozumel International Airport,Cozumel,Mexico,20.5223999,-86.92559814,15,-5,S,America/Cancun
CZN,CZN,small_airport,NA,US,US-AK,Chisana,CZN,CZN,Chisana Airport,Chisana,United States,62.071111,-142.048333,1011,-9,A,America/Anchorage
CZS,SBCZ,medium_airport,SA,BR,BR-AC,Cruzeiro Do Sul,SBCZ,,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-7.599909782,-72.76950073,637,-5,S,America/Rio_Branco
CZU,SKCZ,medium_airport,SA,CO,CO-SUC,Corozal,SKCZ,CZU,Las Brujas Airport,Corozal,Colombia,9.33274,-75.2856,528,-5,U,America/Bogota
CZW,EPCH,small_airport,EU,PL,PL-SL,Czƒôstochowa,EPRU,,RUDNIKI ,RUDNIKI,Poland,50.884722,19.202222,262,1,E,Europe/Warsaw
CZX,ZSCG,small_airport,AS,CN,CN-32,Changzhou,ZSCG,,Changzhou Benniu Airport,Changzhou,China,31.919701,119.778999,0,8,U,Asia/Shanghai
DAA,KDAA,medium_airport,NA,US,US-VA,Fort Belvoir,KDAA,DAA,Davison Army Air Field,Fort Belvoir,United States,38.71500015,-77.18099976,73,\N,\N,\N
DAB,KDAB,large_airport,NA,US,US-FL,Daytona Beach,KDAB,DAB,Daytona Beach International Airport,Daytona Beach,United States,29.179899,-81.058098,34,-5,A,America/New_York
DAC,VGZR,medium_airport,AS,BD,BD-3,Dhaka,VGHS,,Dhaka / Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.843347,90.397783,30,6,U,Asia/Dhaka
DAD,VVDN,large_airport,AS,VN,VN-60,Da Nang,VVDN,,Da Nang International Airport,Danang,Vietnam,16.04389954,108.1989975,33,7,U,Asia/Saigon
DAG,KDAG,medium_airport,NA,US,US-CA,Daggett,KDAG,DAG,Barstow Daggett Airport,Daggett,United States,34.85369873,-116.7870026,1930,\N,\N,\N
DAL,KDAL,large_airport,NA,US,US-TX,Dallas,KDAL,DAL,Dallas Love Field,Dallas,United States,32.8470993,-96.85179901,487,-6,A,America/Chicago
DAM,OSDI,large_airport,AS,SY,SY-DI,Damascus,OSDI,,Damascus International Airport,Damascus,Syria,33.41149902,36.5155983,2020,2,E,Asia/Damascus
DAN,KDAN,medium_airport,NA,US,US-VA,Danville,KDAN,DAN,Danville Regional Airport,Danville,United States,36.57289886,-79.33609772,571,-5,A,America/New_York
DAR,HTDA,large_airport,AF,TZ,TZ-02,Dar es Salaam,HTDA,,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.878109932,39.20259857,182,3,U,Africa/Dar_es_Salaam
DAT,ZBDT,small_airport,AS,CN,CN-14,Datong,ZBDT,,Datong Airport,Datong,China,40.060299,113.482002,3442,8,U,Asia/Shanghai
DAU,AYDU,medium_airport,OC,PG,PG-WPD,Daru,AYDU,,Daru Airport,Daru,Papua New Guinea,-9.086759567,143.2079926,20,10,U,Pacific/Port_Moresby
DAV,MPDA,medium_airport,NA,PA,PA-4,David,MPDA,,Enrique Malek International Airport,David,Panama,8.390999794,-82.43499756,89,-5,U,America/Panama
DAX,ZUDX,small_airport,AS,CN,CN-51,Dazhou,ZUDX,,Dachuan Airport,Dazhou,China,31.1302,107.4295,0,8,U,Asia/Shanghai
DAY,KDAY,large_airport,NA,US,US-OH,Dayton,KDAY,DAY,James M Cox Dayton International Airport,Dayton,United States,39.90240097,-84.2193985,1009,-5,A,America/New_York
DBA,OPDB,small_airport,AS,PK,PK-BA,Dalbandin,OPDB,,Dalbandin Airport,Dalbandin,Pakistan,28.87829971,64.39980316,2800,5,N,Asia/Karachi
DBB,HEAL,medium_airport,AF,EG,EG-MT,El Alamein,HEAL,,El Alamein International Airport,Dabaa City,Egypt,30.92449951,28.46139908,143,2,N,Africa/Cairo
DBD,VEDB,medium_airport,AS,IN,IN-BR,,VEDB,,Dhanbad Airport,Dhanbad,India,23.83399963,86.4253006,847,5.5,N,Asia/Calcutta
DBM,HADM,small_airport,AF,ET,ET-AM,Debra Marcos,HADM,,Debra Marcos Airport,Debre Marqos,Ethiopia,10.35000038,37.71699905,8136,3,U,Africa/Addis_Ababa
DBN,KDBN,small_airport,NA,US,US-GA,Dublin,KDBN,DBN,W H 'Bud' Barron Airport,Dublin,United States,32.56439972,-82.98529816,309,-5,A,America/New_York
DBO,YSDU,medium_airport,OC,AU,AU-NSW,Dubbo,YSDU,,Dubbo City Regional Airport,Dubbo,Australia,-32.21670151,148.5749969,935,10,O,Australia/Sydney
DBQ,KDBQ,large_airport,NA,US,US-IA,Dubuque,KDBQ,DBQ,Dubuque Regional Airport,Dubuque IA,United States,42.40200043,-90.70950317,1077,-6,A,America/Chicago
DBT,HADT,small_airport,AF,ET,ET-AM,Debre Tabor,HADT,,Debre Tabor Airport,Debre Tabor,Ethiopia,11.96700001,38,8490,3,U,Africa/Addis_Ababa
DBV,LDDU,medium_airport,EU,HR,HR-19,Dubrovnik,LDDU,,Dubrovnik Airport,Dubrovnik,Croatia,42.56140137,18.26819992,527,1,E,Europe/Zagreb
DCA,KDCA,large_airport,NA,US,US-DC,Washington,KDCA,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,15,-5,A,America/New_York
DCF,TDCF,medium_airport,NA,DM,DM-10,Canefield,TDCF,,Canefield Airport,Canefield,Dominica,15.33670044,-61.39220047,13,-4,U,America/Dominica
DCI,LIED,medium_airport,EU,IT,IT-88,Decimomannu,LIED,CA12,Decimomannu Air Base,Decimomannu,Italy,39.354198,8.97248,100,1,E,Europe/Rome
DCM,LFCK,medium_airport,EU,FR,FR-N,Castres/Mazamet,LFCK,,Castres-Mazamet Airport,Castres,France,43.55630112,2.28918004,788,1,E,Europe/Paris
DCN,YCIN,medium_airport,OC,AU,AU-WA,,YCIN,,RAAF Base Curtin,Derby,Australia,-17.58139992,123.8280029,300,8,N,\N
DDC,KDDC,medium_airport,NA,US,US-KS,Dodge City,KDDC,DDC,Dodge City Regional Airport,Dodge City,United States,37.76340103,-99.96559906,2594,-6,A,America/Chicago
DDG,CN-0189,medium_airport,AS,CN,CN-21,Dandong,ZYDD,,Dandong,Dandong,China,40.0255,124.2866,0,8,N,Asia/Shanghai
DEA,OPDG,medium_airport,AS,PK,PK-PB,Dera Ghazi Khan,OPDG,,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,29.96100044,70.48590088,492,5,N,Asia/Karachi
DEB,LHDC,medium_airport,EU,HU,HU-HB,Debrecen,LHDC,,Debrecen International Airport,Debrecen,Hungary,47.48889923,21.61529922,359,1,E,Europe/Budapest
DEC,KDEC,medium_airport,NA,US,US-IL,Decatur,KDEC,DEC,Decatur Airport,Decatur,United States,39.83459854,-88.86569977,682,-6,A,America/Chicago
DED,VIDN,medium_airport,AS,IN,IN-UP,Dehradun,VIDN,,Dehradun Airport,Dehra Dun,India,30.18969917,78.18029785,1831,5.5,N,Asia/Calcutta
DEE,UHSM,small_airport,AS,RU,RU-SAK,Kunashir Island,UHSM,,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,-36.242155,149.130147,2656,10,N,Australia/Sydney
DEL,VIDP,large_airport,AS,IN,IN-DL,New Delhi,VIDP,,Indira Gandhi International Airport,Delhi,India,28.56649971,77.10310364,777,5.5,N,Asia/Calcutta
DEM,HADD,small_airport,AF,ET,ET-GA,Dembidollo,HADD,,Dembidollo Airport,Dembidollo,Ethiopia,8.553999901,34.85800171,5200,3,U,Africa/Addis_Ababa
DEN,KDEN,large_airport,NA,US,US-CO,Denver,KDEN,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,5431,-7,A,America/Denver
DES,FSDR,small_airport,AF,SC,SC-15,Desroches Island,FSDR,,Desroches Airport,Desroches,Seychelles,-5.6967,53.6558,10,4,U,Indian/Mahe
DET,KDET,medium_airport,NA,US,US-MI,Detroit,KDET,DET,Coleman A. Young Municipal Airport,Detroit,United States,42.40919876,-83.00990295,626,-5,A,America/New_York
DEZ,OSDZ,medium_airport,AS,SY,SY-DY,Deir ez-Zor,OSDZ,,Deir ez-Zor Airport,Deire Zor,Syria,35.28540039,40.17599869,700,2,E,Asia/Damascus
DFW,KDFW,large_airport,NA,US,US-TX,Dallas-Fort Worth,KDFW,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.89680099,-97.03800201,607,-6,A,America/Chicago
DGA,BZ-DGA,medium_airport,NA,BZ,BZ-SC,Dangriga,,,Dangriga Airport,Dangriga,Belize,16.966667,-88.216667,10,-6,U,America/Belize
DGE,YMDG,medium_airport,OC,AU,AU-NSW,Mudgee,YMDG,,Mudgee Airport,Mudgee,Australia,-32.5625,149.6109924,1545,10,O,Australia/Sydney
DGL,KDGL,small_airport,NA,US,US-AZ,Douglas,KDGL,DGL,Douglas Municipal Airport,Douglas,United States,31.34259987,-109.5059967,4173,-7,N,America/Phoenix
DGO,MMDO,medium_airport,NA,MX,MX-DUR,Durango,MMDO,,General Guadalupe Victoria International Airport,Durango,Mexico,24.12420082,-104.5279999,6104,-6,S,America/Mexico_City
DGP,EVDA,medium_airport,EU,LV,LV-DA,Daugavpils,EVDA,,Daugavpils Intrenational Airport,Daugavpils,Latvia,55.94472122,26.66500092,398,\N,\N,\N
DGT,RPVD,medium_airport,AS,PH,PH-NER,Dumaguete City,RPVD,,Sibulan Airport,Dumaguete,Philippines,9.333709717,123.3000031,15,8,N,Asia/Manila
DHA,OEDR,large_airport,AS,SA,SA-04,,OEDR,,King Abdulaziz Air Base,Dhahran,Saudi Arabia,26.26539993,50.15200043,84,3,U,Asia/Riyadh
DHB,DHB,seaplane_base,NA,US,US-WA,Deer Harbor,,,Deer Harbor Seaplane,Deer Harbor,United States,48.618397,-123.00596,0,-8,A,America/Los_Angeles
DHD,YDRH,small_airport,OC,AU,AU-QLD,,YDRH,,Durham Downs,Durham Downs,Australia,-27.075,141.899,116,10,U,\N
DHI,VNDH,small_airport,AS,NP,NP-BH,Dhangarhi,VNDH,,Dhangarhi Airport,Dhangarhi,Nepal,28.75329971,80.58190155,690,5.75,N,Asia/Katmandu
DHM,VIGG,medium_airport,AS,IN,IN-HP,,VIGG,,Kangra Airport,Kangra,India,32.1651001,76.26339722,2525,5.5,N,Asia/Calcutta
DHN,KDHN,medium_airport,NA,US,US-AL,Dothan,KDHN,DHN,Dothan Regional Airport,Dothan,United States,31.32130051,-85.44960022,401,-6,A,America/Chicago
DHR,EHKD,medium_airport,EU,NL,NL-NH,Den Helder,EHKD,,De Kooy Airport,De Kooy,Netherlands,52.92340088,4.780620098,3,1,E,Europe/Amsterdam
DHT,KDHT,medium_airport,NA,US,US-TX,Dalhart,KDHT,DHT,Dalhart Municipal Airport,Dalhart,United States,36.02259827,-102.5469971,3991,-6,A,America/Chicago
DIB,VEMN,medium_airport,AS,IN,IN-AS,Dibrugarh,VEMN,,Dibrugarh Airport,Mohanbari,India,27.48390007,95.01689911,362,5.5,N,Asia/Calcutta
DIE,FMNA,medium_airport,AF,MG,MG-D,,FMNA,,Arrachart Airport,Antsiranana,Madagascar,-12.34939957,49.29169846,374,3,U,Indian/Antananarivo
DIG,ZPDQ,medium_airport,AS,CN,CN-53,Shangri-La,ZPDQ,,Diqing Airport,Shangri-La,China,27.7936,99.6772,10761,8,U,Asia/Shanghai
DIJ,LFSD,medium_airport,EU,FR,FR-D,Dijon/Longvic,LFSD,,Dijon-Bourgogne Airport,Dijon,France,47.26890183,5.090000153,726,1,E,Europe/Paris
DIK,KDIK,medium_airport,NA,US,US-ND,Dickinson,KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,46.79740143,-102.802002,2592,-7,A,America/Denver
DIL,WPDL,medium_airport,AS,TL,TL-DI,Dili,WPDL,,Presidente Nicolau Lobato International Airport,Dili,East Timor,-8.54640007,125.526001,154,9,U,Asia/Dili
DIN,VVDB,medium_airport,AS,VN,VN-01,Dien Bien Phu,VVDB,,Dien Bien Phu Airport,Dienbienphu,Vietnam,21.39749908,103.0080032,1611,7,U,Asia/Saigon
DIQ,SNDV,small_airport,SA,BR,BR-MG,Divin√≥polis,SNDV,SNDV,Brigadeiro Cabral Airport,Divinopolis,Brazil,-20.1807003,-44.8708992,2608,-3,S,\N
DIR,HADR,medium_airport,AF,ET,ET-DD,Dire Dawa,HADR,,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.624699593,41.85419846,3827,3,U,Africa/Addis_Ababa
DIS,FCPL,medium_airport,AF,CG,CG-9,Dolisie,FCPD,,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),-4.20635,12.6599,1079,1,N,Africa/Brazzaville
DIU,VA1P,small_airport,AS,IN,IN-GJ,Diu,VA1P,VA1P,Diu Airport,Diu,India,20.71310043,70.9210968,31,5.5,N,Asia/Calcutta
DIW,DIW,seaplane_base,AS,LK,LK-3,Dickwella,,,Dickwella Airport,Dickwella,Sri Lanka,5.966667,80.683333,100,5.5,U,Asia/Colombo
DIY,LTCC,medium_airport,AS,TR,TR-21,Diyarbakir,LTCC,,Diyarbakir Airport,Diyabakir,Turkey,37.89390183,40.20100021,2251,3,E,Europe/Istanbul
DJB,WIPA,small_airport,AS,ID,ID-JA,Jambi-Sumatra Island,WIPA,,Sultan Thaha Airport,Jambi,Indonesia,-1.638020039,103.6439972,82,7,N,Asia/Jakarta
DJE,DTTJ,medium_airport,AF,TN,TN-82,Djerba,DTTJ,,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003,19,1,E,Africa/Tunis
DJG,DAAJ,medium_airport,AF,DZ,DZ-33,Djanet,DAAJ,,Djanet Inedbirene Airport,Djanet,Algeria,24.2928009,9.452440262,3176,1,N,Africa/Algiers
DJJ,WAJJ,medium_airport,AS,ID,ID-PA,Jayapura-Papua Island,WAJJ,,Sentani Airport,Jayapura,Indonesia,-2.576950073,140.5160065,289,9,N,Asia/Jayapura
DJN,D66,small_airport,NA,US,US-AK,Delta Junction,D66,D66,Delta Junction Airport,Delta Junction,United States,64.050556,-145.717222,1150,-9,A,America/Anchorage
DJO,DIDL,medium_airport,AF,CI,CI-02,,DIDL,,Daloa Airport,Daloa,Cote d'Ivoire,6.792809963,-6.473189831,823,0,N,Africa/Abidjan
DKI,YDKI,small_airport,OC,AU,AU-QLD,Dunk Island,YDKI,,Dunk Island Airport,Dunk Island,Australia,-17.94169998,146.1399994,6,10,U,Australia/Brisbane
DKK,KDKK,small_airport,NA,US,US-NY,Dunkirk,KDKK,DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,42.49330139,-79.27200317,693,-5,A,America/New_York
DKR,GOOY,large_airport,AF,SN,SN-DK,Dakar,GOOY,,LÈopold SÈdar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,85,0,N,Africa/Dakar
DKS,UODD,medium_airport,AS,RU,RU-KYA,Dikson,UODD,,Dikson Airport,Dikson,Russia,73.51780701,80.37966919,47,7,N,Asia/Krasnoyarsk
DLA,FKKD,medium_airport,AF,CM,CM-LT,Douala,FKKD,,Douala International Airport,Douala,Cameroon,4.006080151,9.719479561,33,1,N,Africa/Douala
DLC,ZYTL,large_airport,AS,CN,CN-21,Dalian,ZYTL,,Zhoushuizi Airport,Dalian,China,38.96569824,121.5390015,107,8,U,Asia/Shanghai
DLE,LFGJ,medium_airport,EU,FR,FR-I,Dole/Tavaux,LFGJ,,Dole-Tavaux Airport,Dole,France,47.042686,5.435061,645,1,E,Europe/Paris
DLF,KDLF,large_airport,NA,US,US-TX,Del Rio,KDLF,DLF,Laughlin Air Force Base,Del Rio,United States,29.35950089,-100.7779999,1082,-6,A,America/Chicago
DLG,PADL,medium_airport,NA,US,US-AK,Dillingham,PADL,DLG,Dillingham Airport,Dillingham,United States,59.04470062,-158.5050049,81,-9,A,America/Anchorage
DLH,KDLH,large_airport,NA,US,US-MN,Duluth,KDLH,DLH,Duluth International Airport,Duluth,United States,46.84209824,-92.19360352,1428,-6,A,America/Chicago
DLI,VVDL,small_airport,AS,VN,VN-35,Dalat,VVDL,,Lien Khuong Airport,Dalat,Vietnam,11.75,108.3669968,3156,7,U,Asia/Saigon
DLK,YDLK,small_airport,OC,AU,AU-SA,Dulkaninna,YDLK,,Dulkaninna Airport,Dulkaninna,Australia,-29.01329994,138.4810028,0,9.5,U,\N
DLL,KDLC,small_airport,NA,US,US-SC,Dillon,KDLC,DLC,Baraboo Wisconsin Dells Airport,Baraboo,United States,43.52270126,-89.77020264,979,-6,A,America/Chicago
DLM,LTBS,large_airport,AS,TR,TR-48,Dalaman,LTBS,,Dalaman International Airport,Dalaman,Turkey,36.71310043,28.79249954,20,3,E,Europe/Istanbul
DLU,ZPDL,medium_airport,AS,CN,CN-53,Xiaguan,ZPDL,,Dali Airport,Dali,China,25.649401,100.319,7050,8,U,Asia/Shanghai
DLY,NVVD,small_airport,OC,VU,VU-TAE,Dillon's Bay,NVVD,,Dillon's Bay Airport,Dillon's Bay,Vanuatu,-18.76939964,169.0010071,630,11,U,Pacific/Efate
DLZ,ZMDZ,medium_airport,AS,MN,MN-053,Dalanzadgad,ZMDZ,,Dalanzadgad Airport,Dalanzadgad,Mongolia,43.59170151,104.4300003,4787,8,U,Asia/Ulaanbaatar
DMA,KDMA,medium_airport,NA,US,US-AZ,Tucson,KDMA,DMA,Davis Monthan Air Force Base,Tucson,United States,32.16650009,-110.8830032,2704,-7,A,America/Phoenix
DMB,UADD,medium_airport,AS,KZ,KZ-ZHA,Taraz,UADD,,Taraz Airport,Dzhambul,Kazakhstan,42.85359955,71.3035965,2184,6,U,Asia/Qyzylorda
DMD,YDMG,small_airport,OC,AU,AU-QLD,,YDMG,,Doomadgee Airport,Doomadgee,Australia,-17.94029999,138.8220062,153,10,O,Australia/Brisbane
DME,UUDD,large_airport,EU,RU,RU-MOS,Moscow,UUDD,,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,588,3,N,Europe/Moscow
DMK,VTBD,large_airport,AS,TH,TH-10,Bangkok,VTBD,,Don Mueang International Airport,Bangkok,Thailand,13.91259956,100.6070023,9,7,U,Asia/Bangkok
DMM,OEDF,large_airport,AS,SA,SA-04,Ad Dammam,OEDF,,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115,72,3,U,Asia/Riyadh
DMN,KDMN,medium_airport,NA,US,US-NM,Deming,KDMN,DMN,Deming Municipal Airport,Deming,United States,32.26229858,-107.7210007,4314,\N,\N,\N
DMT,SWDM,small_airport,SA,BR,BR-MT,Diamantino,SWDM,SWDM,Diamantino Airport,Diamantino,Brazil,-14.37689972,-56.40039825,1476,-4,S,America/Campo_Grande
DMU,VEMR,medium_airport,AS,IN,IN-NL,Dimapur,VEMR,,Dimapur Airport,Dimapur,India,25.88389969,93.77110291,487,5.5,N,Asia/Calcutta
DNA,RODN,large_airport,AS,JP,JP-47,,RODN,,Kadena Air Base,Kadena,Japan,26.3556,127.767998,143,9,U,Asia/Tokyo
DND,EGPN,medium_airport,EU,GB,GB-SCT,Dundee,EGPN,,Dundee Airport,Dundee,United Kingdom,56.45249939,-3.02583003,17,0,E,Europe/London
DNH,ZLDH,medium_airport,AS,CN,CN-62,Dunhuang,ZLDH,,Dunhuang Airport,Dunhuang,China,40.16109848,94.80919647,0,8,U,Asia/Shanghai
DNK,UKDD,medium_airport,EU,UA,UA-12,Dnipropetrovsk,UKDD,,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,48.35720062,35.1006012,481,2,E,Europe/Kiev
DNL,KDNL,medium_airport,NA,US,US-GA,Augusta,KDNL,DNL,Daniel Field,Augusta,United States,33.46649933,-82.03939819,423,-5,A,America/New_York
DNN,KDNN,small_airport,NA,US,US-GA,Dalton,KDNN,DNN,Dalton Municipal Airport,Dalton,United States,34.72290039,-84.87020111,709,-5,A,America/New_York
DNP,VNDG,small_airport,AS,NP,NP-RA,Dang,VNDG,,Tulsipur Airport,Dang,Nepal,28.11109924,82.29419708,2100,5.75,N,Asia/Katmandu
DNQ,YDLQ,medium_airport,OC,AU,AU-NSW,Deniliquin,YDLQ,,Deniliquin Airport,Deniliquin,Australia,-35.55939865,144.9459991,316,\N,\N,\N
DNR,LFRD,medium_airport,EU,FR,FR-E,Dinard/Pleurtuit/Saint-Malo,LFRD,,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,48.58769989,-2.079960108,219,1,E,Europe/Paris
DNV,KDNV,small_airport,NA,US,US-IL,Danville,KDNV,DNV,Vermilion Regional Airport,Danville,United States,40.19919968,-87.59590149,697,-6,A,America/Chicago
DNZ,LTAY,medium_airport,AS,TR,TR-20,Denizli,LTAY,,«ardak Airport,Denizli,Turkey,37.78559875,29.70129967,2795,3,E,Europe/Istanbul
